"","Term","Ont","N","DE","P.DE","FDR"
"GO:0005178","integrin binding","MF",95,57,0.333986005330634,1
"GO:0043271","negative regulation of ion transport","BP",95,57,0.333986005330634,1
"GO:0002708","positive regulation of lymphocyte mediated immunity","BP",95,57,0.333986005330634,1
"GO:0071456","cellular response to hypoxia","BP",162,96,0.334122225688201,1
"GO:0019369","arachidonic acid metabolic process","BP",37,23,0.33467320730271,1
"GO:0016893","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","MF",37,23,0.33467320730271,1
"GO:0010761","fibroblast migration","BP",37,23,0.33467320730271,1
"GO:1901658","glycosyl compound catabolic process","BP",37,23,0.33467320730271,1
"GO:0045912","negative regulation of carbohydrate metabolic process","BP",37,23,0.33467320730271,1
"GO:1990841","promoter-specific chromatin binding","MF",37,23,0.33467320730271,1
"GO:0050994","regulation of lipid catabolic process","BP",37,23,0.33467320730271,1
"GO:0035914","skeletal muscle cell differentiation","BP",37,23,0.33467320730271,1
"GO:0019829","cation-transporting ATPase activity","MF",54,33,0.335017546829234,1
"GO:0006879","cellular iron ion homeostasis","BP",54,33,0.335017546829234,1
"GO:0070936","protein K48-linked ubiquitination","BP",54,33,0.335017546829234,1
"GO:0044380","protein localization to cytoskeleton","BP",54,33,0.335017546829234,1
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","BP",181,107,0.336028534886211,1
"GO:0014896","muscle hypertrophy","BP",66,40,0.338308667690765,1
"GO:0010522","regulation of calcium ion transport into cytosol","BP",66,40,0.338308667690765,1
"GO:0031110","regulation of microtubule polymerization or depolymerization","BP",66,40,0.338308667690765,1
"GO:0017016","Ras GTPase binding","MF",378,221,0.338430987161334,1
"GO:0006885","regulation of pH","BP",78,47,0.339871065148795,1
"GO:0001838","embryonic epithelial tube formation","BP",90,54,0.340361716720478,1
"GO:1903509","liposaccharide metabolic process","BP",90,54,0.340361716720478,1
"GO:0098751","bone cell development","BP",32,20,0.340794091393991,1
"GO:0030204","chondroitin sulfate metabolic process","BP",32,20,0.340794091393991,1
"GO:0032374","regulation of cholesterol transport","BP",32,20,0.340794091393991,1
"GO:0032371","regulation of sterol transport","BP",32,20,0.340794091393991,1
"GO:0019229","regulation of vasoconstriction","BP",32,20,0.340794091393991,1
"GO:0042220","response to cocaine","BP",32,20,0.340794091393991,1
"GO:0050678","regulation of epithelial cell proliferation","BP",226,133,0.341014283987354,1
"GO:0007154","cell communication","BP",4494,2586,0.341472230250153,1
"GO:0030427","site of polarized growth","CC",145,86,0.341486961086845,1
"GO:0032613","interleukin-10 production","BP",49,30,0.341716543776986,1
"GO:0045670","regulation of osteoclast differentiation","BP",49,30,0.341716543776986,1
"GO:0048193","Golgi vesicle transport","BP",328,192,0.342370231285311,1
"GO:0023056","positive regulation of signaling","BP",1406,813,0.343491127784208,1
"GO:0016569","covalent chromatin modification","BP",406,237,0.345115065039542,1
"GO:1903312","negative regulation of mRNA metabolic process","BP",61,37,0.345167022660363,1
"GO:0030374","nuclear receptor transcription coactivator activity","MF",61,37,0.345167022660363,1
"GO:0018212","peptidyl-tyrosine modification","BP",278,163,0.345973834980193,1
"GO:1902679","negative regulation of RNA biosynthetic process","BP",930,539,0.346485429459981,1
"GO:0005903","brush border","CC",73,44,0.346675813764629,1
"GO:0034502","protein localization to chromosome","BP",73,44,0.346675813764629,1
"GO:0009394","2'-deoxyribonucleotide metabolic process","BP",27,17,0.346998300840845,1
"GO:0071480","cellular response to gamma radiation","BP",27,17,0.346998300840845,1
"GO:0007212","dopamine receptor signaling pathway","BP",27,17,0.346998300840845,1
"GO:0016577","histone demethylation","BP",27,17,0.346998300840845,1
"GO:0032607","interferon-alpha production","BP",27,17,0.346998300840845,1
"GO:0032620","interleukin-17 production","BP",27,17,0.346998300840845,1
"GO:0015804","neutral amino acid transport","BP",27,17,0.346998300840845,1
"GO:0033558","protein deacetylase activity","MF",27,17,0.346998300840845,1
"GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP",27,17,0.346998300840845,1
"GO:0051339","regulation of lyase activity","BP",27,17,0.346998300840845,1
"GO:1990774","tumor necrosis factor secretion","BP",27,17,0.346998300840845,1
"GO:0030282","bone mineralization","BP",85,51,0.347027055830618,1
"GO:0044853","plasma membrane raft","CC",85,51,0.347027055830618,1
"GO:0006006","glucose metabolic process","BP",171,101,0.347156180134779,1
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP",140,83,0.347464226912688,1
"GO:0010720","positive regulation of cell development","BP",394,230,0.347770628485994,1
"GO:0061647","histone H3-K9 modification","BP",44,27,0.348776359741101,1
"GO:0051353","positive regulation of oxidoreductase activity","BP",44,27,0.348776359741101,1
"GO:0005080","protein kinase C binding","MF",44,27,0.348776359741101,1
"GO:0061512","protein localization to cilium","BP",44,27,0.348776359741101,1
"GO:0032784","regulation of DNA-templated transcription, elongation","BP",44,27,0.348776359741101,1
"GO:0046324","regulation of glucose import","BP",44,27,0.348776359741101,1
"GO:0009612","response to mechanical stimulus","BP",159,94,0.349368012462919,1
"GO:0001738","morphogenesis of a polarized epithelium","BP",116,69,0.35091598862207,1
"GO:0032508","DNA duplex unwinding","BP",104,62,0.352335514664827,1
"GO:0061041","regulation of wound healing","BP",104,62,0.352335514664827,1
"GO:0010506","regulation of autophagy","BP",299,175,0.352395673743318,1
"GO:2000177","regulation of neural precursor cell proliferation","BP",56,34,0.352405966459774,1
"GO:0007190","activation of adenylate cyclase activity","BP",22,14,0.353136932302707,1
"GO:0006309","apoptotic DNA fragmentation","BP",22,14,0.353136932302707,1
"GO:0009067","aspartate family amino acid biosynthetic process","BP",22,14,0.353136932302707,1
"GO:0021799","cerebral cortex radially oriented cell migration","BP",22,14,0.353136932302707,1
"GO:0048668","collateral sprouting","BP",22,14,0.353136932302707,1
"GO:0000729","DNA double-strand break processing","BP",22,14,0.353136932302707,1
"GO:0031076","embryonic camera-type eye development","BP",22,14,0.353136932302707,1
"GO:0006760","folic acid-containing compound metabolic process","BP",22,14,0.353136932302707,1
"GO:0061384","heart trabecula morphogenesis","BP",22,14,0.353136932302707,1
"GO:0035336","long-chain fatty-acyl-CoA metabolic process","BP",22,14,0.353136932302707,1
"GO:0030857","negative regulation of epithelial cell differentiation","BP",22,14,0.353136932302707,1
"GO:1900181","negative regulation of protein localization to nucleus","BP",22,14,0.353136932302707,1
"GO:0008139","nuclear localization sequence binding","MF",22,14,0.353136932302707,1
"GO:0001556","oocyte maturation","BP",22,14,0.353136932302707,1
"GO:0017046","peptide hormone binding","MF",22,14,0.353136932302707,1
"GO:0030194","positive regulation of blood coagulation","BP",22,14,0.353136932302707,1
"GO:0051482","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","BP",22,14,0.353136932302707,1
"GO:1900048","positive regulation of hemostasis","BP",22,14,0.353136932302707,1
"GO:0002691","regulation of cellular extravasation","BP",22,14,0.353136932302707,1
"GO:0060251","regulation of glial cell proliferation","BP",22,14,0.353136932302707,1
"GO:0002082","regulation of oxidative phosphorylation","BP",22,14,0.353136932302707,1
"GO:0010818","T cell chemotaxis","BP",22,14,0.353136932302707,1
"GO:0045892","negative regulation of transcription, DNA-templated","BP",894,518,0.353565481246366,1
"GO:2001020","regulation of response to DNA damage stimulus","BP",185,109,0.353795991491617,1
"GO:0140029","exocytic process","BP",68,41,0.353835917022658,1
"GO:0044728","DNA methylation or demethylation","BP",80,48,0.3540137646928,1
"GO:0033674","positive regulation of kinase activity","BP",474,276,0.354090057895127,1
"GO:0006816","calcium ion transport","BP",306,179,0.354405802371875,1
"GO:0044297","cell body","CC",403,235,0.35525216354018,1
"GO:0051017","actin filament bundle assembly","BP",123,73,0.355661174872257,1
"GO:0042987","amyloid precursor protein catabolic process","BP",39,24,0.356249351781762,1
"GO:0016860","intramolecular oxidoreductase activity","MF",39,24,0.356249351781762,1
"GO:0009163","nucleoside biosynthetic process","BP",39,24,0.356249351781762,1
"GO:1900449","regulation of glutamate receptor signaling pathway","BP",39,24,0.356249351781762,1
"GO:0022898","regulation of transmembrane transporter activity","BP",173,102,0.356369680920571,1
"GO:1903507","negative regulation of nucleic acid-templated transcription","BP",929,538,0.357291719767377,1
"GO:0031267","small GTPase binding","MF",391,228,0.35808765868921,1
"GO:0008409","5'-3' exonuclease activity","MF",17,11,0.358843515777882,1
"GO:0018904","ether metabolic process","BP",17,11,0.358843515777882,1
"GO:1901687","glutathione derivative biosynthetic process","BP",17,11,0.358843515777882,1
"GO:1901685","glutathione derivative metabolic process","BP",17,11,0.358843515777882,1
"GO:0004602","glutathione peroxidase activity","MF",17,11,0.358843515777882,1
"GO:0051861","glycolipid binding","MF",17,11,0.358843515777882,1
"GO:0070734","histone H3-K27 methylation","BP",17,11,0.358843515777882,1
"GO:0007252","I-kappaB phosphorylation","BP",17,11,0.358843515777882,1
"GO:0031528","microvillus membrane","CC",17,11,0.358843515777882,1
"GO:1900118","negative regulation of execution phase of apoptosis","BP",17,11,0.358843515777882,1
"GO:0050995","negative regulation of lipid catabolic process","BP",17,11,0.358843515777882,1
"GO:0016922","nuclear receptor binding","MF",17,11,0.358843515777882,1
"GO:0015215","nucleotide transmembrane transporter activity","MF",17,11,0.358843515777882,1
"GO:0036035","osteoclast development","BP",17,11,0.358843515777882,1
"GO:2000353","positive regulation of endothelial cell apoptotic process","BP",17,11,0.358843515777882,1
"GO:0032516","positive regulation of phosphoprotein phosphatase activity","BP",17,11,0.358843515777882,1
"GO:1902307","positive regulation of sodium ion transmembrane transport","BP",17,11,0.358843515777882,1
"GO:0051968","positive regulation of synaptic transmission, glutamatergic","BP",17,11,0.358843515777882,1
"GO:0033233","regulation of protein sumoylation","BP",17,11,0.358843515777882,1
"GO:0002026","regulation of the force of heart contraction","BP",17,11,0.358843515777882,1
"GO:0060074","synapse maturation","BP",17,11,0.358843515777882,1
"GO:0045732","positive regulation of protein catabolic process","BP",180,106,0.359591688135366,1
"GO:0000976","transcription regulatory region sequence-specific DNA binding","MF",561,326,0.359613821957715,1
"GO:0008360","regulation of cell shape","BP",130,77,0.360054066579841,1
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","BP",130,77,0.360054066579841,1
"GO:0051785","positive regulation of nuclear division","BP",51,31,0.360082771838076,1
"GO:0004674","protein serine/threonine kinase activity","MF",379,221,0.360982885969284,1
"GO:0007044","cell-substrate junction assembly","BP",75,45,0.361359691708183,1
"GO:1904019","epithelial cell apoptotic process","BP",75,45,0.361359691708183,1
"GO:0001653","peptide receptor activity","MF",75,45,0.361359691708183,1
"GO:1903533","regulation of protein targeting","BP",75,45,0.361359691708183,1
"GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF",63,38,0.361399000353836,1
"GO:0051899","membrane depolarization","BP",63,38,0.361399000353836,1
"GO:0050672","negative regulation of lymphocyte proliferation","BP",63,38,0.361399000353836,1
"GO:0032945","negative regulation of mononuclear cell proliferation","BP",63,38,0.361399000353836,1
"GO:0051865","protein autoubiquitination","BP",63,38,0.361399000353836,1
"GO:0048179","activin receptor complex","CC",7,5,0.36216423589577,1
"GO:0017002","activin-activated receptor activity","MF",7,5,0.36216423589577,1
"GO:0045294","alpha-catenin binding","MF",7,5,0.36216423589577,1
"GO:0150093","amyloid-beta clearance by transcytosis","BP",7,5,0.36216423589577,1
"GO:0060033","anatomical structure regression","BP",7,5,0.36216423589577,1
"GO:0006702","androgen biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0048003","antigen processing and presentation of lipid antigen via MHC class Ib","BP",7,5,0.36216423589577,1
"GO:0048007","antigen processing and presentation, exogenous lipid antigen via MHC class Ib","BP",7,5,0.36216423589577,1
"GO:0035612","AP-2 adaptor complex binding","MF",7,5,0.36216423589577,1
"GO:0030953","astral microtubule organization","BP",7,5,0.36216423589577,1
"GO:0043008","ATP-dependent protein binding","MF",7,5,0.36216423589577,1
"GO:0060020","Bergmann glial cell differentiation","BP",7,5,0.36216423589577,1
"GO:0048539","bone marrow development","BP",7,5,0.36216423589577,1
"GO:0070531","BRCA1-A complex","CC",7,5,0.36216423589577,1
"GO:0086069","bundle of His cell to Purkinje myocyte communication","BP",7,5,0.36216423589577,1
"GO:0003161","cardiac conduction system development","BP",7,5,0.36216423589577,1
"GO:0061323","cell proliferation involved in heart morphogenesis","BP",7,5,0.36216423589577,1
"GO:0071475","cellular hyperosmotic salinity response","BP",7,5,0.36216423589577,1
"GO:0071351","cellular response to interleukin-18","BP",7,5,0.36216423589577,1
"GO:0071494","cellular response to UV-C","BP",7,5,0.36216423589577,1
"GO:0032050","clathrin heavy chain binding","MF",7,5,0.36216423589577,1
"GO:0036089","cleavage furrow formation","BP",7,5,0.36216423589577,1
"GO:0097199","cysteine-type endopeptidase activity involved in apoptotic signaling pathway","MF",7,5,0.36216423589577,1
"GO:0017151","DEAD/H-box RNA helicase binding","MF",7,5,0.36216423589577,1
"GO:0102391","decanoate-CoA ligase activity","MF",7,5,0.36216423589577,1
"GO:0097048","dendritic cell apoptotic process","BP",7,5,0.36216423589577,1
"GO:0045008","depyrimidination","BP",7,5,0.36216423589577,1
"GO:0070383","DNA cytosine deamination","BP",7,5,0.36216423589577,1
"GO:0033061","DNA recombinase mediator complex","CC",7,5,0.36216423589577,1
"GO:0098691","dopaminergic synapse","CC",7,5,0.36216423589577,1
"GO:0048703","embryonic viscerocranium morphogenesis","BP",7,5,0.36216423589577,1
"GO:0016892","endoribonuclease activity, producing 3'-phosphomonoesters","MF",7,5,0.36216423589577,1
"GO:0001768","establishment of T cell polarity","BP",7,5,0.36216423589577,1
"GO:0030023","extracellular matrix constituent conferring elasticity","MF",7,5,0.36216423589577,1
"GO:1903867","extraembryonic membrane development","BP",7,5,0.36216423589577,1
"GO:0061029","eyelid development in camera-type eye","BP",7,5,0.36216423589577,1
"GO:0008199","ferric iron binding","MF",7,5,0.36216423589577,1
"GO:0031821","G protein-coupled serotonin receptor binding","MF",7,5,0.36216423589577,1
"GO:0008354","germ cell migration","BP",7,5,0.36216423589577,1
"GO:0042587","glycogen granule","CC",7,5,0.36216423589577,1
"GO:0070775","H3 histone acetyltransferase complex","CC",7,5,0.36216423589577,1
"GO:0015232","heme transporter activity","MF",7,5,0.36216423589577,1
"GO:0030210","heparin biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0008035","high-density lipoprotein particle binding","MF",7,5,0.36216423589577,1
"GO:0070813","hydrogen sulfide metabolic process","BP",7,5,0.36216423589577,1
"GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","MF",7,5,0.36216423589577,1
"GO:0016742","hydroxymethyl-, formyl- and related transferase activity","MF",7,5,0.36216423589577,1
"GO:0050720","interleukin-1 beta biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0042222","interleukin-1 biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0035655","interleukin-18-mediated signaling pathway","BP",7,5,0.36216423589577,1
"GO:0070970","interleukin-2 secretion","BP",7,5,0.36216423589577,1
"GO:0005138","interleukin-6 receptor binding","MF",7,5,0.36216423589577,1
"GO:0048290","isotype switching to IgA isotypes","BP",7,5,0.36216423589577,1
"GO:0042758","long-chain fatty acid catabolic process","BP",7,5,0.36216423589577,1
"GO:0006108","malate metabolic process","BP",7,5,0.36216423589577,1
"GO:0032762","mast cell cytokine production","BP",7,5,0.36216423589577,1
"GO:0007638","mechanosensory behavior","BP",7,5,0.36216423589577,1
"GO:0031956","medium-chain fatty acid-CoA ligase activity","MF",7,5,0.36216423589577,1
"GO:0070776","MOZ/MORF histone acetyltransferase complex","CC",7,5,0.36216423589577,1
"GO:0014889","muscle atrophy","BP",7,5,0.36216423589577,1
"GO:0005859","muscle myosin complex","CC",7,5,0.36216423589577,1
"GO:0017196","N-terminal peptidyl-methionine acetylation","BP",7,5,0.36216423589577,1
"GO:1990247","N6-methyladenosine-containing RNA binding","MF",7,5,0.36216423589577,1
"GO:0044793","negative regulation by host of viral process","BP",7,5,0.36216423589577,1
"GO:0045759","negative regulation of action potential","BP",7,5,0.36216423589577,1
"GO:1902548","negative regulation of cellular response to vascular endothelial growth factor stimulus","BP",7,5,0.36216423589577,1
"GO:0032876","negative regulation of DNA endoreduplication","BP",7,5,0.36216423589577,1
"GO:1903054","negative regulation of extracellular matrix organization","BP",7,5,0.36216423589577,1
"GO:2000192","negative regulation of fatty acid transport","BP",7,5,0.36216423589577,1
"GO:0033007","negative regulation of mast cell activation involved in immune response","BP",7,5,0.36216423589577,1
"GO:0051045","negative regulation of membrane protein ectodomain proteolysis","BP",7,5,0.36216423589577,1
"GO:2001223","negative regulation of neuron migration","BP",7,5,0.36216423589577,1
"GO:0034392","negative regulation of smooth muscle cell apoptotic process","BP",7,5,0.36216423589577,1
"GO:0090209","negative regulation of triglyceride metabolic process","BP",7,5,0.36216423589577,1
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway","BP",7,5,0.36216423589577,1
"GO:0060896","neural plate pattern specification","BP",7,5,0.36216423589577,1
"GO:0005641","nuclear envelope lumen","CC",7,5,0.36216423589577,1
"GO:0030473","nuclear migration along microtubule","BP",7,5,0.36216423589577,1
"GO:0016634","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","MF",7,5,0.36216423589577,1
"GO:0031545","peptidyl-proline 4-dioxygenase activity","MF",7,5,0.36216423589577,1
"GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","BP",7,5,0.36216423589577,1
"GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","MF",7,5,0.36216423589577,1
"GO:0008443","phosphofructokinase activity","MF",7,5,0.36216423589577,1
"GO:0062043","positive regulation of cardiac epithelial to mesenchymal transition","BP",7,5,0.36216423589577,1
"GO:1901724","positive regulation of cell proliferation involved in kidney development","BP",7,5,0.36216423589577,1
"GO:2000510","positive regulation of dendritic cell chemotaxis","BP",7,5,0.36216423589577,1
"GO:0002732","positive regulation of dendritic cell cytokine production","BP",7,5,0.36216423589577,1
"GO:0048087","positive regulation of developmental pigmentation","BP",7,5,0.36216423589577,1
"GO:2000643","positive regulation of early endosome to late endosome transport","BP",7,5,0.36216423589577,1
"GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","BP",7,5,0.36216423589577,1
"GO:0051024","positive regulation of immunoglobulin secretion","BP",7,5,0.36216423589577,1
"GO:0045359","positive regulation of interferon-beta biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0050725","positive regulation of interleukin-1 beta biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0045362","positive regulation of interleukin-1 biosynthetic process","BP",7,5,0.36216423589577,1
"GO:2001181","positive regulation of interleukin-10 secretion","BP",7,5,0.36216423589577,1
"GO:0051351","positive regulation of ligase activity","BP",7,5,0.36216423589577,1
"GO:0070572","positive regulation of neuron projection regeneration","BP",7,5,0.36216423589577,1
"GO:0010571","positive regulation of nuclear cell cycle DNA replication","BP",7,5,0.36216423589577,1
"GO:0045630","positive regulation of T-helper 2 cell differentiation","BP",7,5,0.36216423589577,1
"GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","BP",7,5,0.36216423589577,1
"GO:1990405","protein antigen binding","MF",7,5,0.36216423589577,1
"GO:0016926","protein desumoylation","BP",7,5,0.36216423589577,1
"GO:0072357","PTW/PP1 phosphatase complex","CC",7,5,0.36216423589577,1
"GO:0009445","putrescine metabolic process","BP",7,5,0.36216423589577,1
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","BP",7,5,0.36216423589577,1
"GO:1904177","regulation of adipose tissue development","BP",7,5,0.36216423589577,1
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",7,5,0.36216423589577,1
"GO:0060312","regulation of blood vessel remodeling","BP",7,5,0.36216423589577,1
"GO:1904714","regulation of chaperone-mediated autophagy","BP",7,5,0.36216423589577,1
"GO:0042749","regulation of circadian sleep/wake cycle","BP",7,5,0.36216423589577,1
"GO:0042268","regulation of cytolysis","BP",7,5,0.36216423589577,1
"GO:2000668","regulation of dendritic cell apoptotic process","BP",7,5,0.36216423589577,1
"GO:0060159","regulation of dopamine receptor signaling pathway","BP",7,5,0.36216423589577,1
"GO:0050722","regulation of interleukin-1 beta biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0045360","regulation of interleukin-1 biosynthetic process","BP",7,5,0.36216423589577,1
"GO:1905165","regulation of lysosomal protein catabolic process","BP",7,5,0.36216423589577,1
"GO:1905446","regulation of mitochondrial ATP synthesis coupled electron transport","BP",7,5,0.36216423589577,1
"GO:0099159","regulation of modification of postsynaptic structure","BP",7,5,0.36216423589577,1
"GO:0014041","regulation of neuron maturation","BP",7,5,0.36216423589577,1
"GO:1902302","regulation of potassium ion export","BP",7,5,0.36216423589577,1
"GO:1903764","regulation of potassium ion export across plasma membrane","BP",7,5,0.36216423589577,1
"GO:0036491","regulation of translation initiation in response to endoplasmic reticulum stress","BP",7,5,0.36216423589577,1
"GO:0032493","response to bacterial lipoprotein","BP",7,5,0.36216423589577,1
"GO:0051593","response to folic acid","BP",7,5,0.36216423589577,1
"GO:0016433","rRNA (adenine) methyltransferase activity","MF",7,5,0.36216423589577,1
"GO:0033353","S-adenosylmethionine cycle","BP",7,5,0.36216423589577,1
"GO:0008172","S-methyltransferase activity","MF",7,5,0.36216423589577,1
"GO:0035581","sequestering of extracellular ligand from receptor","BP",7,5,0.36216423589577,1
"GO:0030915","Smc5-Smc6 complex","CC",7,5,0.36216423589577,1
"GO:0031402","sodium ion binding","MF",7,5,0.36216423589577,1
"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation","BP",7,5,0.36216423589577,1
"GO:0000099","sulfur amino acid transmembrane transporter activity","MF",7,5,0.36216423589577,1
"GO:0106068","SUMO ligase complex","CC",7,5,0.36216423589577,1
"GO:0006729","tetrahydrobiopterin biosynthetic process","BP",7,5,0.36216423589577,1
"GO:0046146","tetrahydrobiopterin metabolic process","BP",7,5,0.36216423589577,1
"GO:0031432","titin binding","MF",7,5,0.36216423589577,1
"GO:0034154","toll-like receptor 7 signaling pathway","BP",7,5,0.36216423589577,1
"GO:0044691","tooth eruption","BP",7,5,0.36216423589577,1
"GO:0036363","transforming growth factor beta activation","BP",7,5,0.36216423589577,1
"GO:0042780","tRNA 3'-end processing","BP",7,5,0.36216423589577,1
"GO:0042797","tRNA transcription by RNA polymerase III","BP",7,5,0.36216423589577,1
"GO:0030619","U1 snRNA binding","MF",7,5,0.36216423589577,1
"GO:0048039","ubiquinone binding","MF",7,5,0.36216423589577,1
"GO:0070569","uridylyltransferase activity","MF",7,5,0.36216423589577,1
"GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","MF",7,5,0.36216423589577,1
"GO:0046467","membrane lipid biosynthetic process","BP",118,70,0.362299603322661,1
"GO:0007006","mitochondrial membrane organization","BP",118,70,0.362299603322661,1
"GO:0072358","cardiovascular system development","BP",523,304,0.362862402421541,1
"GO:0120035","regulation of plasma membrane bounded cell projection organization","BP",523,304,0.362862402421541,1
"GO:0000295","adenine nucleotide transmembrane transporter activity","MF",12,8,0.363095715164522,1
"GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","BP",12,8,0.363095715164522,1
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","BP",12,8,0.363095715164522,1
"GO:0043218","compact myelin","CC",12,8,0.363095715164522,1
"GO:0050655","dermatan sulfate proteoglycan metabolic process","BP",12,8,0.363095715164522,1
"GO:0036020","endolysosome membrane","CC",12,8,0.363095715164522,1
"GO:0006983","ER overload response","BP",12,8,0.363095715164522,1
"GO:0070200","establishment of protein localization to telomere","BP",12,8,0.363095715164522,1
"GO:1904861","excitatory synapse assembly","BP",12,8,0.363095715164522,1
"GO:0061700","GATOR2 complex","CC",12,8,0.363095715164522,1
"GO:0019377","glycolipid catabolic process","BP",12,8,0.363095715164522,1
"GO:0090161","Golgi ribbon formation","BP",12,8,0.363095715164522,1
"GO:0097284","hepatocyte apoptotic process","BP",12,8,0.363095715164522,1
"GO:0050665","hydrogen peroxide biosynthetic process","BP",12,8,0.363095715164522,1
"GO:0010421","hydrogen peroxide-mediated programmed cell death","BP",12,8,0.363095715164522,1
"GO:0090594","inflammatory response to wounding","BP",12,8,0.363095715164522,1
"GO:0019372","lipoxygenase pathway","BP",12,8,0.363095715164522,1
"GO:0005041","low-density lipoprotein particle receptor activity","MF",12,8,0.363095715164522,1
"GO:0006553","lysine metabolic process","BP",12,8,0.363095715164522,1
"GO:0044233","Mitochondria-associated ER Membrane","CC",12,8,0.363095715164522,1
"GO:0006264","mitochondrial DNA replication","BP",12,8,0.363095715164522,1
"GO:0032982","myosin filament","CC",12,8,0.363095715164522,1
"GO:2001170","negative regulation of ATP biosynthetic process","BP",12,8,0.363095715164522,1
"GO:0061037","negative regulation of cartilage development","BP",12,8,0.363095715164522,1
"GO:0035067","negative regulation of histone acetylation","BP",12,8,0.363095715164522,1
"GO:1901017","negative regulation of potassium ion transmembrane transporter activity","BP",12,8,0.363095715164522,1
"GO:0032460","negative regulation of protein oligomerization","BP",12,8,0.363095715164522,1
"GO:0042405","nuclear inclusion body","CC",12,8,0.363095715164522,1
"GO:0009143","nucleoside triphosphate catabolic process","BP",12,8,0.363095715164522,1
"GO:0018206","peptidyl-methionine modification","BP",12,8,0.363095715164522,1
"GO:0045579","positive regulation of B cell differentiation","BP",12,8,0.363095715164522,1
"GO:0106058","positive regulation of calcineurin-mediated signaling","BP",12,8,0.363095715164522,1
"GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","BP",12,8,0.363095715164522,1
"GO:1900119","positive regulation of execution phase of apoptosis","BP",12,8,0.363095715164522,1
"GO:0010763","positive regulation of fibroblast migration","BP",12,8,0.363095715164522,1
"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","BP",12,8,0.363095715164522,1
"GO:0051712","positive regulation of killing of cells of other organism","BP",12,8,0.363095715164522,1
"GO:1900029","positive regulation of ruffle assembly","BP",12,8,0.363095715164522,1
"GO:0010867","positive regulation of triglyceride biosynthetic process","BP",12,8,0.363095715164522,1
"GO:0071014","post-mRNA release spliceosomal complex","CC",12,8,0.363095715164522,1
"GO:0071435","potassium ion export","BP",12,8,0.363095715164522,1
"GO:0097623","potassium ion export across plasma membrane","BP",12,8,0.363095715164522,1
"GO:0097468","programmed cell death in response to reactive oxygen species","BP",12,8,0.363095715164522,1
"GO:0070208","protein heterotrimerization","BP",12,8,0.363095715164522,1
"GO:0043495","protein membrane anchor","MF",12,8,0.363095715164522,1
"GO:0000974","Prp19 complex","CC",12,8,0.363095715164522,1
"GO:0005346","purine ribonucleotide transmembrane transporter activity","MF",12,8,0.363095715164522,1
"GO:1903624","regulation of DNA catabolic process","BP",12,8,0.363095715164522,1
"GO:1902855","regulation of non-motile cilium assembly","BP",12,8,0.363095715164522,1
"GO:0010755","regulation of plasminogen activation","BP",12,8,0.363095715164522,1
"GO:0010842","retina layer formation","BP",12,8,0.363095715164522,1
"GO:0043047","single-stranded telomeric DNA binding","MF",12,8,0.363095715164522,1
"GO:0043501","skeletal muscle adaptation","BP",12,8,0.363095715164522,1
"GO:0000346","transcription export complex","CC",12,8,0.363095715164522,1
"GO:0016570","histone modification","BP",393,229,0.364072535521417,1
"GO:0010647","positive regulation of cell communication","BP",1399,808,0.364107494288719,1
"GO:0050798","activated T cell proliferation","BP",34,21,0.364201992465769,1
"GO:0031103","axon regeneration","BP",34,21,0.364201992465769,1
"GO:0031526","brush border membrane","CC",34,21,0.364201992465769,1
"GO:0019048","modulation by virus of host morphology or physiology","BP",34,21,0.364201992465769,1
"GO:0048255","mRNA stabilization","BP",34,21,0.364201992465769,1
