"","Term","Ont","N","DE","P.DE","FDR"
"GO:0036376","sodium ion export across plasma membrane","BP",9,4,0.249654906810752,1
"GO:0015347","sodium-independent organic anion transmembrane transporter activity","MF",9,4,0.249654906810752,1
"GO:0043083","synaptic cleft","CC",9,4,0.249654906810752,1
"GO:0001669","acrosomal vesicle","CC",72,24,0.249748171738049,1
"GO:0016234","inclusion body","CC",72,24,0.249748171738049,1
"GO:0000978","RNA polymerase II proximal promoter sequence-specific DNA binding","MF",367,113,0.25004181604551,1
"GO:0060359","response to ammonium ion","BP",85,28,0.250085601195454,1
"GO:0009799","specification of symmetry","BP",85,28,0.250085601195454,1
"GO:0008021","synaptic vesicle","CC",144,46,0.250204879655487,1
"GO:0006140","regulation of nucleotide metabolic process","BP",121,39,0.250733343297961,1
"GO:0006086","acetyl-CoA biosynthetic process from pyruvate","BP",15,6,0.251846354061151,1
"GO:0019731","antibacterial humoral response","BP",15,6,0.251846354061151,1
"GO:0042033","chemokine biosynthetic process","BP",15,6,0.251846354061151,1
"GO:0050755","chemokine metabolic process","BP",15,6,0.251846354061151,1
"GO:1904380","endoplasmic reticulum mannose trimming","BP",15,6,0.251846354061151,1
"GO:0071786","endoplasmic reticulum tubular network organization","BP",15,6,0.251846354061151,1
"GO:0016137","glycoside metabolic process","BP",15,6,0.251846354061151,1
"GO:0000137","Golgi cis cisterna","CC",15,6,0.251846354061151,1
"GO:0030214","hyaluronan catabolic process","BP",15,6,0.251846354061151,1
"GO:0045324","late endosome to vacuole transport","BP",15,6,0.251846354061151,1
"GO:0072576","liver morphogenesis","BP",15,6,0.251846354061151,1
"GO:0048535","lymph node development","BP",15,6,0.251846354061151,1
"GO:0035855","megakaryocyte development","BP",15,6,0.251846354061151,1
"GO:0004181","metallocarboxypeptidase activity","MF",15,6,0.251846354061151,1
"GO:0051444","negative regulation of ubiquitin-protein transferase activity","BP",15,6,0.251846354061151,1
"GO:0021772","olfactory bulb development","BP",15,6,0.251846354061151,1
"GO:0016722","oxidoreductase activity, oxidizing metal ions","MF",15,6,0.251846354061151,1
"GO:0018027","peptidyl-lysine dimethylation","BP",15,6,0.251846354061151,1
"GO:0016307","phosphatidylinositol phosphate kinase activity","MF",15,6,0.251846354061151,1
"GO:2000010","positive regulation of protein localization to cell surface","BP",15,6,0.251846354061151,1
"GO:0035372","protein localization to microtubule","BP",15,6,0.251846354061151,1
"GO:0030676","Rac guanyl-nucleotide exchange factor activity","MF",15,6,0.251846354061151,1
"GO:2000641","regulation of early endosome to late endosome transport","BP",15,6,0.251846354061151,1
"GO:0010310","regulation of hydrogen peroxide metabolic process","BP",15,6,0.251846354061151,1
"GO:0051580","regulation of neurotransmitter uptake","BP",15,6,0.251846354061151,1
"GO:0033688","regulation of osteoblast proliferation","BP",15,6,0.251846354061151,1
"GO:0099174","regulation of presynapse organization","BP",15,6,0.251846354061151,1
"GO:0042762","regulation of sulfur metabolic process","BP",15,6,0.251846354061151,1
"GO:0055119","relaxation of cardiac muscle","BP",15,6,0.251846354061151,1
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","BP",15,6,0.251846354061151,1
"GO:0097503","sialylation","BP",15,6,0.251846354061151,1
"GO:0008373","sialyltransferase activity","MF",15,6,0.251846354061151,1
"GO:1990381","ubiquitin-specific protease binding","MF",15,6,0.251846354061151,1
"GO:0099003","vesicle-mediated transport in synapse","BP",154,49,0.251995829548616,1
"GO:0032281","AMPA glutamate receptor complex","CC",12,5,0.252497887988508,1
"GO:0048532","anatomical structure arrangement","BP",12,5,0.252497887988508,1
"GO:0005858","axonemal dynein complex","CC",12,5,0.252497887988508,1
"GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","BP",12,5,0.252497887988508,1
"GO:0016840","carbon-nitrogen lyase activity","MF",12,5,0.252497887988508,1
"GO:0003215","cardiac right ventricle morphogenesis","BP",12,5,0.252497887988508,1
"GO:0036295","cellular response to increased oxygen levels","BP",12,5,0.252497887988508,1
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","BP",12,5,0.252497887988508,1
"GO:0055064","chloride ion homeostasis","BP",12,5,0.252497887988508,1
"GO:0097094","craniofacial suture morphogenesis","BP",12,5,0.252497887988508,1
"GO:0050655","dermatan sulfate proteoglycan metabolic process","BP",12,5,0.252497887988508,1
"GO:0043650","dicarboxylic acid biosynthetic process","BP",12,5,0.252497887988508,1
"GO:0030952","establishment or maintenance of cytoskeleton polarity","BP",12,5,0.252497887988508,1
"GO:1904861","excitatory synapse assembly","BP",12,5,0.252497887988508,1
"GO:0033523","histone H2B ubiquitination","BP",12,5,0.252497887988508,1
"GO:0033643","host cell part","CC",12,5,0.252497887988508,1
"GO:0043651","linoleic acid metabolic process","BP",12,5,0.252497887988508,1
"GO:0036041","long-chain fatty acid binding","MF",12,5,0.252497887988508,1
"GO:0060479","lung cell differentiation","BP",12,5,0.252497887988508,1
"GO:0008191","metalloendopeptidase inhibitor activity","MF",12,5,0.252497887988508,1
"GO:1990023","mitotic spindle midzone","CC",12,5,0.252497887988508,1
"GO:0030502","negative regulation of bone mineralization","BP",12,5,0.252497887988508,1
"GO:0010523","negative regulation of calcium ion transport into cytosol","BP",12,5,0.252497887988508,1
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","BP",12,5,0.252497887988508,1
"GO:0045721","negative regulation of gluconeogenesis","BP",12,5,0.252497887988508,1
"GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","BP",12,5,0.252497887988508,1
"GO:0008252","nucleotidase activity","MF",12,5,0.252497887988508,1
"GO:0015780","nucleotide-sugar transmembrane transport","BP",12,5,0.252497887988508,1
"GO:0005338","nucleotide-sugar transmembrane transporter activity","MF",12,5,0.252497887988508,1
"GO:0016290","palmitoyl-CoA hydrolase activity","MF",12,5,0.252497887988508,1
"GO:0035435","phosphate ion transmembrane transport","BP",12,5,0.252497887988508,1
"GO:0042622","photoreceptor outer segment membrane","CC",12,5,0.252497887988508,1
"GO:0045579","positive regulation of B cell differentiation","BP",12,5,0.252497887988508,1
"GO:1903651","positive regulation of cytoplasmic transport","BP",12,5,0.252497887988508,1
"GO:0032305","positive regulation of icosanoid secretion","BP",12,5,0.252497887988508,1
"GO:0045838","positive regulation of membrane potential","BP",12,5,0.252497887988508,1
"GO:0031643","positive regulation of myelination","BP",12,5,0.252497887988508,1
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","BP",12,5,0.252497887988508,1
"GO:0098831","presynaptic active zone cytoplasmic component","CC",12,5,0.252497887988508,1
"GO:0043495","protein membrane anchor","MF",12,5,0.252497887988508,1
"GO:0031269","pseudopodium assembly","BP",12,5,0.252497887988508,1
"GO:0031268","pseudopodium organization","BP",12,5,0.252497887988508,1
"GO:0003184","pulmonary valve morphogenesis","BP",12,5,0.252497887988508,1
"GO:0010453","regulation of cell fate commitment","BP",12,5,0.252497887988508,1
"GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","BP",12,5,0.252497887988508,1
"GO:0090239","regulation of histone H4 acetylation","BP",12,5,0.252497887988508,1
"GO:1902855","regulation of non-motile cilium assembly","BP",12,5,0.252497887988508,1
"GO:0030656","regulation of vitamin metabolic process","BP",12,5,0.252497887988508,1
"GO:0009415","response to water","BP",12,5,0.252497887988508,1
"GO:0017154","semaphorin receptor activity","MF",12,5,0.252497887988508,1
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","BP",12,5,0.252497887988508,1
"GO:0051238","sequestering of metal ion","BP",12,5,0.252497887988508,1
"GO:0055012","ventricular cardiac muscle cell differentiation","BP",12,5,0.252497887988508,1
"GO:0046395","carboxylic acid catabolic process","BP",237,74,0.253313013455047,1
"GO:0016054","organic acid catabolic process","BP",237,74,0.253313013455047,1
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF",277,86,0.253349060405752,1
"GO:0048844","artery morphogenesis","BP",40,14,0.253370240168934,1
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","BP",40,14,0.253370240168934,1
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","MF",40,14,0.253370240168934,1
"GO:0001707","mesoderm formation","BP",40,14,0.253370240168934,1
"GO:0004601","peroxidase activity","MF",40,14,0.253370240168934,1
"GO:0072091","regulation of stem cell proliferation","BP",40,14,0.253370240168934,1
"GO:0046394","carboxylic acid biosynthetic process","BP",364,112,0.253893144489534,1
"GO:0042593","glucose homeostasis","BP",174,55,0.254655702545525,1
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","BP",95,31,0.25494949196167,1
"GO:0006401","RNA catabolic process","BP",334,103,0.255498131722481,1
"GO:0003231","cardiac ventricle development","BP",82,27,0.256008115529352,1
"GO:0035264","multicellular organism growth","BP",118,38,0.256240270252332,1
"GO:0055002","striated muscle cell development","BP",118,38,0.256240270252332,1
"GO:0006402","mRNA catabolic process","BP",304,94,0.256790133842522,1
"GO:0009746","response to hexose","BP",151,48,0.257180810645954,1
"GO:0000784","nuclear chromosome, telomeric region","CC",105,34,0.258820290163858,1
"GO:0003179","heart valve morphogenesis","BP",37,13,0.25957077464529,1
"GO:0005771","multivesicular body","CC",37,13,0.25957077464529,1
"GO:0010883","regulation of lipid storage","BP",37,13,0.25957077464529,1
"GO:0045214","sarcomere organization","BP",37,13,0.25957077464529,1
"GO:0120031","plasma membrane bounded cell projection assembly","BP",472,144,0.259626851478333,1
"GO:0048037","cofactor binding","MF",425,130,0.260322222887726,1
"GO:0006631","fatty acid metabolic process","BP",301,93,0.261004673160597,1
"GO:0018210","peptidyl-threonine modification","BP",115,37,0.261917664765544,1
"GO:0015696","ammonium transport","BP",66,22,0.26211085534873,1
"GO:0098661","inorganic anion transmembrane transport","BP",66,22,0.26211085534873,1
"GO:0007368","determination of left/right symmetry","BP",79,26,0.262153015610514,1
"GO:0060491","regulation of cell projection assembly","BP",148,47,0.262504259102567,1
"GO:0015291","secondary active transmembrane transporter activity","MF",168,53,0.264881411596764,1
"GO:0016053","organic acid biosynthetic process","BP",365,112,0.265070327966572,1
"GO:0007254","JNK cascade","BP",178,56,0.265694000187521,1
"GO:0031526","brush border membrane","CC",34,12,0.266016694638196,1
"GO:0071470","cellular response to osmotic stress","BP",34,12,0.266016694638196,1
"GO:0019048","modulation by virus of host morphology or physiology","BP",34,12,0.266016694638196,1
"GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","MF",34,12,0.266016694638196,1
"GO:0045911","positive regulation of DNA recombination","BP",34,12,0.266016694638196,1
"GO:0045933","positive regulation of muscle contraction","BP",34,12,0.266016694638196,1
"GO:0035307","positive regulation of protein dephosphorylation","BP",34,12,0.266016694638196,1
"GO:0097178","ruffle assembly","BP",34,12,0.266016694638196,1
"GO:0001666","response to hypoxia","BP",278,86,0.266156436348919,1
"GO:0010212","response to ionizing radiation","BP",135,43,0.266388926616813,1
"GO:0005518","collagen binding","MF",50,17,0.266436292839239,1
"GO:0032410","negative regulation of transporter activity","BP",50,17,0.266436292839239,1
"GO:0051087","chaperone binding","MF",89,29,0.26704027687666,1
"GO:0009152","purine ribonucleotide biosynthetic process","BP",238,74,0.267170706848533,1
"GO:0003205","cardiac chamber development","BP",112,36,0.267774055137737,1
"GO:0016525","negative regulation of angiogenesis","BP",76,25,0.268535718129518,1
"GO:0097061","dendritic spine organization","BP",63,21,0.26867835732113,1
"GO:0051899","membrane depolarization","BP",63,21,0.26867835732113,1
"GO:0001823","mesonephros development","BP",63,21,0.26867835732113,1
"GO:0034766","negative regulation of ion transmembrane transport","BP",63,21,0.26867835732113,1
"GO:0051881","regulation of mitochondrial membrane potential","BP",63,21,0.26867835732113,1
"GO:0042594","response to starvation","BP",155,49,0.269218847660239,1
"GO:0033500","carbohydrate homeostasis","BP",175,55,0.27091574118871,1
"GO:0043588","skin development","BP",175,55,0.27091574118871,1
"GO:1901681","sulfur compound binding","MF",175,55,0.27091574118871,1
"GO:0031098","stress-activated protein kinase signaling cascade","BP",255,79,0.271417559555212,1
"GO:0004674","protein serine/threonine kinase activity","MF",379,116,0.271488765771526,1
"GO:0097242","amyloid-beta clearance","BP",31,11,0.272722264863652,1
"GO:0009262","deoxyribonucleotide metabolic process","BP",31,11,0.272722264863652,1
"GO:0035890","exit from host","BP",31,11,0.272722264863652,1
"GO:0035891","exit from host cell","BP",31,11,0.272722264863652,1
"GO:0032958","inositol phosphate biosynthetic process","BP",31,11,0.272722264863652,1
"GO:0052192","movement in environment of other organism involved in symbiotic interaction","BP",31,11,0.272722264863652,1
"GO:0052126","movement in host environment","BP",31,11,0.272722264863652,1
"GO:2000179","positive regulation of neural precursor cell proliferation","BP",31,11,0.272722264863652,1
"GO:0051590","positive regulation of neurotransmitter transport","BP",31,11,0.272722264863652,1
"GO:0043243","positive regulation of protein complex disassembly","BP",31,11,0.272722264863652,1
"GO:0071869","response to catecholamine","BP",31,11,0.272722264863652,1
"GO:0071867","response to monoamine","BP",31,11,0.272722264863652,1
"GO:0010658","striated muscle cell apoptotic process","BP",31,11,0.272722264863652,1
"GO:0005160","transforming growth factor beta receptor binding","MF",31,11,0.272722264863652,1
"GO:0060412","ventricular septum morphogenesis","BP",31,11,0.272722264863652,1
"GO:0019076","viral release from host cell","BP",31,11,0.272722264863652,1
"GO:0005253","anion channel activity","MF",47,16,0.27334718661126,1
"GO:0060350","endochondral bone morphogenesis","BP",47,16,0.27334718661126,1
"GO:0009435","NAD biosynthetic process","BP",47,16,0.27334718661126,1
"GO:0016482","cytosolic transport","BP",142,45,0.273588567318231,1
"GO:0048661","positive regulation of smooth muscle cell proliferation","BP",73,24,0.275173439974401,1
"GO:0043506","regulation of JUN kinase activity","BP",73,24,0.275173439974401,1
"GO:0032153","cell division site","CC",60,20,0.275531698573703,1
"GO:0043902","positive regulation of multi-organism process","BP",162,51,0.275623312284636,1
"GO:0031214","biomineral tissue development","BP",119,38,0.276147344145576,1
"GO:0007605","sensory perception of sound","BP",96,31,0.27716704575666,1
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process","BP",1107,331,0.27771834117506,1
"GO:1903900","regulation of viral life cycle","BP",129,41,0.277961909759073,1
"GO:0008234","cysteine-type peptidase activity","MF",139,44,0.279361250382729,1
"GO:0043276","anoikis","BP",28,10,0.27970065367427,1
"GO:0016831","carboxy-lyase activity","MF",28,10,0.27970065367427,1
"GO:0003416","endochondral bone growth","BP",28,10,0.27970065367427,1
"GO:0006294","nucleotide-excision repair, preincision complex assembly","BP",28,10,0.27970065367427,1
"GO:0006517","protein deglycosylation","BP",28,10,0.27970065367427,1
"GO:0050433","regulation of catecholamine secretion","BP",28,10,0.27970065367427,1
"GO:2001222","regulation of neuron migration","BP",28,10,0.27970065367427,1
"GO:0010662","regulation of striated muscle cell apoptotic process","BP",28,10,0.27970065367427,1
"GO:0032370","positive regulation of lipid transport","BP",44,15,0.280592790373178,1
"GO:0031646","positive regulation of neurological system process","BP",44,15,0.280592790373178,1
"GO:1903078","positive regulation of protein localization to plasma membrane","BP",44,15,0.280592790373178,1
"GO:0005080","protein kinase C binding","MF",44,15,0.280592790373178,1
"GO:0047496","vesicle transport along microtubule","BP",44,15,0.280592790373178,1
"GO:0048562","embryonic organ morphogenesis","BP",169,53,0.281742652845422,1
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP",70,23,0.28208550287613,1
"GO:0034637","cellular carbohydrate biosynthetic process","BP",70,23,0.28208550287613,1
"GO:0055072","iron ion homeostasis","BP",70,23,0.28208550287613,1
"GO:0006110","regulation of glycolytic process","BP",70,23,0.28208550287613,1
"GO:1901879","regulation of protein depolymerization","BP",70,23,0.28208550287613,1
"GO:0009952","anterior/posterior pattern specification","BP",116,37,0.282293946584372,1
"GO:0032155","cell division site part","CC",57,19,0.282696031758498,1
"GO:0031670","cellular response to nutrient","BP",57,19,0.282696031758498,1
"GO:0030500","regulation of bone mineralization","BP",57,19,0.282696031758498,1
"GO:0055085","transmembrane transport","BP",1142,341,0.284625570754469,1
"GO:0001659","temperature homeostasis","BP",136,43,0.285296101509992,1
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","BP",146,46,0.286247297300465,1
"GO:0006906","vesicle fusion","BP",80,26,0.286909546772535,1
"GO:1903513","endoplasmic reticulum to cytosol transport","BP",25,9,0.286961614409663,1
"GO:0048873","homeostasis of number of cells within a tissue","BP",25,9,0.286961614409663,1
"GO:0001893","maternal placenta development","BP",25,9,0.286961614409663,1
"GO:0007020","microtubule nucleation","BP",25,9,0.286961614409663,1
"GO:0043537","negative regulation of blood vessel endothelial cell migration","BP",25,9,0.286961614409663,1
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP",25,9,0.286961614409663,1
"GO:1901099","negative regulation of signal transduction in absence of ligand","BP",25,9,0.286961614409663,1
"GO:0015605","organophosphate ester transmembrane transporter activity","MF",25,9,0.286961614409663,1
"GO:0046189","phenol-containing compound biosynthetic process","BP",25,9,0.286961614409663,1
"GO:0010765","positive regulation of sodium ion transport","BP",25,9,0.286961614409663,1
"GO:0051290","protein heterotetramerization","BP",25,9,0.286961614409663,1
"GO:0035268","protein mannosylation","BP",25,9,0.286961614409663,1
"GO:1902003","regulation of amyloid-beta formation","BP",25,9,0.286961614409663,1
"GO:0010591","regulation of lamellipodium assembly","BP",25,9,0.286961614409663,1
"GO:0035456","response to interferon-beta","BP",25,9,0.286961614409663,1
"GO:0030970","retrograde protein transport, ER to cytosol","BP",25,9,0.286961614409663,1
"GO:0050435","amyloid-beta metabolic process","BP",41,14,0.288208735886261,1
"GO:0016328","lateral plasma membrane","CC",41,14,0.288208735886261,1
"GO:0042490","mechanoreceptor differentiation","BP",41,14,0.288208735886261,1
"GO:0048332","mesoderm morphogenesis","BP",41,14,0.288208735886261,1
"GO:0002832","negative regulation of response to biotic stimulus","BP",41,14,0.288208735886261,1
"GO:0034381","plasma lipoprotein particle clearance","BP",41,14,0.288208735886261,1
"GO:0045646","regulation of erythrocyte differentiation","BP",41,14,0.288208735886261,1
"GO:0048736","appendage development","BP",113,36,0.288634916918077,1
"GO:0060173","limb development","BP",113,36,0.288634916918077,1
"GO:0008013","beta-catenin binding","MF",67,22,0.289293706348894,1
"GO:0051149","positive regulation of muscle cell differentiation","BP",67,22,0.289293706348894,1
"GO:0006879","cellular iron ion homeostasis","BP",54,18,0.290200384169689,1
"GO:0043228","non-membrane-bounded organelle","CC",3485,1027,0.290491346142869,1
"GO:0006023","aminoglycan biosynthetic process","BP",90,29,0.290501689703642,1
"GO:0008659","(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity","MF",1,1,0.290853952719002,1
"GO:0000721","(R,R)-butanediol dehydrogenase activity","MF",1,1,0.290853952719002,1
"GO:0050405","[acetyl-CoA carboxylase] kinase activity","MF",1,1,0.290853952719002,1
"GO:0004313","[acyl-carrier-protein] S-acetyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0033872","[heparan sulfate]-glucosamine 3-sulfotransferase 3 activity","MF",1,1,0.290853952719002,1
"GO:0047322","[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF",1,1,0.290853952719002,1
"GO:0016277","[myelin basic protein]-arginine N-methyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0047159","1-alkenylglycerophosphocholine O-acyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0047166","1-alkenylglycerophosphoethanolamine O-acyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0047191","1-alkylglycerophosphocholine O-acyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0000285","1-phosphatidylinositol-3-phosphate 5-kinase activity","MF",1,1,0.290853952719002,1
"GO:0003844","1,4-alpha-glucan branching enzyme activity","MF",1,1,0.290853952719002,1
"GO:0102752","1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)","MF",1,1,0.290853952719002,1
"GO:0036134","12-hydroxyheptadecatrienoic acid synthase activity","MF",1,1,0.290853952719002,1
"GO:0047020","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity","MF",1,1,0.290853952719002,1
"GO:0044594","17-beta-hydroxysteroid dehydrogenase (NAD+) activity","MF",1,1,0.290853952719002,1
"GO:0008682","2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity","MF",1,1,0.290853952719002,1
"GO:0019171","3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity","MF",1,1,0.290853952719002,1
"GO:0061981","3-hydroxykynureninase activity","MF",1,1,0.290853952719002,1
"GO:0047451","3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity","MF",1,1,0.290853952719002,1
"GO:0016784","3-mercaptopyruvate sulfurtransferase activity","MF",1,1,0.290853952719002,1
"GO:0102131","3-oxo-glutaryl-[acp] methyl ester reductase activity","MF",1,1,0.290853952719002,1
"GO:0102132","3-oxo-pimeloyl-[acp] methyl ester reductase activity","MF",1,1,0.290853952719002,1
"GO:0004316","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity","MF",1,1,0.290853952719002,1
"GO:0043423","3-phosphoinositide-dependent protein kinase binding","MF",1,1,0.290853952719002,1
"GO:0033989","3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity","MF",1,1,0.290853952719002,1
"GO:0043727","5-amino-4-imidazole carboxylate lyase activity","MF",1,1,0.290853952719002,1
"GO:0050647","5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding","MF",1,1,0.290853952719002,1
"GO:0050646","5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding","MF",1,1,0.290853952719002,1
"GO:0042083","5,10-methylenetetrahydrofolate-dependent methyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0033678","5'-3' DNA/RNA helicase activity","MF",1,1,0.290853952719002,1
"GO:0002953","5'-deoxynucleotidase activity","MF",1,1,0.290853952719002,1
"GO:0070260","5'-tyrosyl-DNA phosphodiesterase activity","MF",1,1,0.290853952719002,1
"GO:0050648","5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding","MF",1,1,0.290853952719002,1
"GO:0004155","6,7-dihydropteridine reductase activity","MF",1,1,0.290853952719002,1
"GO:0097728","9+0 motile cilium","CC",1,1,0.290853952719002,1
"GO:0006117","acetaldehyde metabolic process","BP",1,1,0.290853952719002,1
"GO:0008521","acetyl-CoA transmembrane transporter activity","MF",1,1,0.290853952719002,1
"GO:0015876","acetyl-CoA transport","BP",1,1,0.290853952719002,1
"GO:0006581","acetylcholine catabolic process","BP",1,1,0.290853952719002,1
"GO:0001507","acetylcholine catabolic process in synaptic cleft","BP",1,1,0.290853952719002,1
"GO:0047609","acetylputrescine deacetylase activity","MF",1,1,0.290853952719002,1
"GO:0047611","acetylspermidine deacetylase activity","MF",1,1,0.290853952719002,1
"GO:0010309","acireductone dioxygenase [iron(II)-requiring] activity","MF",1,1,0.290853952719002,1
"GO:0043159","acrosomal matrix","CC",1,1,0.290853952719002,1
"GO:0051695","actin filament uncapping","BP",1,1,0.290853952719002,1
"GO:0070238","activated T cell autonomous cell death","BP",1,1,0.290853952719002,1
"GO:0060466","activation of meiosis involved in egg activation","BP",1,1,0.290853952719002,1
"GO:0032431","activation of phospholipase A2 activity","BP",1,1,0.290853952719002,1
"GO:0042643","actomyosin, actin portion","CC",1,1,0.290853952719002,1
"GO:0047620","acylglycerol kinase activity","MF",1,1,0.290853952719002,1
"GO:0050528","acyloxyacyl hydrolase activity","MF",1,1,0.290853952719002,1
"GO:0046086","adenosine biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0004001","adenosine kinase activity","MF",1,1,0.290853952719002,1
"GO:0004013","adenosylhomocysteinase activity","MF",1,1,0.290853952719002,1
"GO:0061811","ADP-ribosyl cyclase activity","MF",1,1,0.290853952719002,1
"GO:0043843","ADP-specific glucokinase activity","MF",1,1,0.290853952719002,1
"GO:1990597","AIP1-IRE1 complex","CC",1,1,0.290853952719002,1
"GO:0004034","aldose 1-epimerase activity","MF",1,1,0.290853952719002,1
"GO:0051786","all-trans-retinol 13,14-reductase activity","MF",1,1,0.290853952719002,1
"GO:0090600","alpha-1,3-glucosidase activity","MF",1,1,0.290853952719002,1
"GO:0003827","alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0008455","alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0030144","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0016964","alpha-2 macroglobulin receptor activity","MF",1,1,0.290853952719002,1
"GO:0002299","alpha-beta intraepithelial T cell differentiation","BP",1,1,0.290853952719002,1
"GO:0071133","alpha9-beta1 integrin-ADAM8 complex","CC",1,1,0.290853952719002,1
"GO:0071065","alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex","CC",1,1,0.290853952719002,1
"GO:0015067","amidinotransferase activity","MF",1,1,0.290853952719002,1
"GO:0016843","amine-lyase activity","MF",1,1,0.290853952719002,1
"GO:0021541","ammon gyrus development","BP",1,1,0.290853952719002,1
"GO:0006196","AMP catabolic process","BP",1,1,0.290853952719002,1
"GO:0150056","amylin receptor complex 1","CC",1,1,0.290853952719002,1
"GO:0001595","angiotensin receptor activity","MF",1,1,0.290853952719002,1
"GO:0004945","angiotensin type II receptor activity","MF",1,1,0.290853952719002,1
"GO:0086098","angiotensin-activated signaling pathway involved in heart process","BP",1,1,0.290853952719002,1
"GO:0060873","anterior semicircular canal development","BP",1,1,0.290853952719002,1
"GO:0098972","anterograde dendritic transport of mitochondrion","BP",1,1,0.290853952719002,1
"GO:0002481","antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent","BP",1,1,0.290853952719002,1
"GO:0150014","apical distal dendrite","CC",1,1,0.290853952719002,1
"GO:0003278","apoptotic process involved in heart morphogenesis","BP",1,1,0.290853952719002,1
"GO:0003275","apoptotic process involved in outflow tract morphogenesis","BP",1,1,0.290853952719002,1
"GO:0004051","arachidonate 5-lipoxygenase activity","MF",1,1,0.290853952719002,1
"GO:0036403","arachidonate 8(S)-lipoxygenase activity","MF",1,1,0.290853952719002,1
"GO:0047676","arachidonate-CoA ligase activity","MF",1,1,0.290853952719002,1
"GO:0033167","ARC complex","CC",1,1,0.290853952719002,1
"GO:0042450","arginine biosynthetic process via ornithine","BP",1,1,0.290853952719002,1
"GO:0019544","arginine catabolic process to glutamate","BP",1,1,0.290853952719002,1
"GO:0019493","arginine catabolic process to proline","BP",1,1,0.290853952719002,1
"GO:0010121","arginine catabolic process to proline via ornithine","BP",1,1,0.290853952719002,1
"GO:0008792","arginine decarboxylase activity","MF",1,1,0.290853952719002,1
"GO:0004056","argininosuccinate lyase activity","MF",1,1,0.290853952719002,1
"GO:0015922","aspartate oxidase activity","MF",1,1,0.290853952719002,1
"GO:0006422","aspartyl-tRNA aminoacylation","BP",1,1,0.290853952719002,1
"GO:0036520","astrocyte-dopaminergic neuron signaling","BP",1,1,0.290853952719002,1
"GO:0003878","ATP citrate synthase activity","MF",1,1,0.290853952719002,1
"GO:0043225","ATPase-coupled anion transmembrane transporter activity","MF",1,1,0.290853952719002,1
"GO:0061910","autophagosome-endosome fusion","BP",1,1,0.290853952719002,1
"GO:0061909","autophagosome-lysosome fusion","BP",1,1,0.290853952719002,1
"GO:0048319","axial mesoderm morphogenesis","BP",1,1,0.290853952719002,1
"GO:1904158","axonemal central apparatus assembly","BP",1,1,0.290853952719002,1
"GO:0060404","axonemal microtubule depolymerization","BP",1,1,0.290853952719002,1
"GO:0002344","B cell affinity maturation","BP",1,1,0.290853952719002,1
